# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = Static_Perception_Model_stan_model
# start_datetime = 2026-09-06 03:27:43 UTC
# method = sample (Default)
#   sample
#     num_samples = 300
#     num_warmup = 300
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = output/12_execute_output/static_perception/stan/simulation_data/Static_Perception_Model_stan_data.json
# init = 2 (Default)
# random
#   seed = 42
# output
#   file = /Users/hum/Documents/GitHub/HumOS/projects/outside_of_hum/GeneralizedNotationNotation/output/11_render_output/static_perception/stan/output/12_execute_output/static_perception/stan/simulation_data/cmdstan/Static_Perception_Model_stan-20260905202743.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = --filename-in-msg=Static_Perception_Model_stan.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,A_est.1.1,A_est.2.1,A_est.1.2,A_est.2.2,filtered_state.1.1,filtered_state.2.1,filtered_state.3.1,filtered_state.4.1,filtered_state.5.1,filtered_state.1.2,filtered_state.2.2,filtered_state.3.2,filtered_state.4.2,filtered_state.5.2,log_marginal
-23.179306,0.99173928,0.90987441,2,3,0,23.223727,0.71689804,0.098368495,0.28310196,0.9016315,0.23895835,0.72440003,0.11763205,0.9752895,0.023865042,0.76104165,0.27559997,0.88236795,0.024710502,0.97613496,-2.8257358
-24.657083,0.88919132,0.90987441,3,7,0,24.955773,0.90531332,0.1859592,0.094686676,0.8140408,0.104197,0.449792,0.12236806,0.96231231,0.010543033,0.895803,0.550208,0.87763194,0.037687687,0.98945697,-3.4103011
-22.966934,0.99692628,0.90987441,3,7,0,24.634648,0.75483374,0.098987836,0.24516626,0.90101216,0.21389886,0.7094115,0.1096267,0.97761267,0.020114571,0.78610114,0.2905885,0.8903733,0.022387328,0.97988543,-2.8489856
-22.966934,0.83452551,0.90987441,2,3,0,25.437806,0.75483374,0.098987836,0.24516626,0.90101216,0.21389886,0.7094115,0.1096267,0.97761267,0.020114571,0.78610114,0.2905885,0.8903733,0.022387328,0.97988543,-2.8489856
-23.31849,0.97492981,0.90987441,2,3,0,23.406533,0.81290639,0.21172405,0.18709361,0.78827595,0.19181818,0.5237231,0.17891816,0.93487365,0.028107212,0.80818182,0.4762769,0.82108184,0.065126353,0.97189279,-3.1739479
-23.058471,1,0.90987441,2,3,0,23.288052,0.82058047,0.17779935,0.17941953,0.82220065,0.17912931,0.55273993,0.15281451,0.95236935,0.021851939,0.82087069,0.44726007,0.84718549,0.047630653,0.97814806,-3.1114308
-25.411933,0.72781727,0.90987441,2,3,0,25.59171,0.79937296,0.34103328,0.20062704,0.65896672,0.2333975,0.45169591,0.26602387,0.85195822,0.063936679,0.7666025,0.54830409,0.73397613,0.14804178,0.93606332,-3.4711909
-23.507596,1,0.90987441,1,1,0,24.902486,0.77337288,0.23480996,0.22662712,0.76519004,0.22849687,0.53077803,0.20953465,0.91312946,0.041728994,0.77150313,0.46922197,0.79046535,0.086870542,0.95827101,-3.1614985
-23.507596,0.65038345,0.90987441,2,3,0,25.931102,0.77337288,0.23480996,0.22662712,0.76519004,0.22849687,0.53077803,0.20953465,0.91312946,0.041728994,0.77150313,0.46922197,0.79046535,0.086870542,0.95827101,-3.1614985
-23.3325,0.71553624,0.90987441,2,3,0,25.589057,0.76428221,0.073220753,0.23571779,0.92677925,0.20276851,0.75972332,0.084492342,0.98637144,0.016607793,0.79723149,0.24027668,0.91550766,0.013628562,0.98339221,-2.8062453
-24.576364,0.91694196,0.90987441,2,3,0,24.830979,0.81934174,0.041405119,0.18065826,0.95859488,0.15857604,0.82529679,0.046951633,0.99489027,0.010766832,0.84142396,0.17470321,0.95304837,0.0051097283,0.98923317,-2.8214959
-23.641699,0.90530888,0.90987441,3,7,0,27.646796,0.85788614,0.084085506,0.14211386,0.91591449,0.13431952,0.67771427,0.074032568,0.98722467,0.01006497,0.86568048,0.32228573,0.92596743,0.012775333,0.98993503,-2.999885
-25.417706,0.82493667,0.90987441,2,3,0,25.91809,0.80937043,0.33930364,0.19062957,0.66069636,0.22392078,0.44494552,0.26035708,0.85723196,0.058991136,0.77607922,0.55505448,0.73964292,0.14276804,0.94100886,-3.4886267
-22.93632,1,0.90987441,2,3,0,25.509963,0.82550968,0.12975171,0.17449032,0.87024829,0.16701816,0.61445076,0.11661183,0.97198681,0.016045286,0.83298184,0.38554924,0.88338817,0.028013195,0.98395471,-3.0154739
-23.251359,0.95543684,0.90987441,2,3,0,23.349733,0.83511669,0.091881207,0.16488331,0.90811879,0.15366541,0.67830065,0.085369665,0.98427004,0.01229426,0.84633459,0.32169935,0.91463034,0.015729958,0.98770574,-2.9566523
-23.065589,1,0.90987441,1,1,0,23.230588,0.82553155,0.10175191,0.17446845,0.89824809,0.16264171,0.66471988,0.09534525,0.98099788,0.013778306,0.83735829,0.33528012,0.90465475,0.019002124,0.98622169,-2.9559971
-23.277538,0.97178974,0.90987441,1,1,0,23.279446,0.83209357,0.087755997,0.16790643,0.912244,0.15544726,0.68970513,0.082867414,0.98521336,0.012287079,0.84455274,0.31029487,0.91713259,0.014786639,0.98771292,-2.9411876
-23.066581,0.9966814,0.90987441,2,7,0,23.412459,0.83950651,0.12800868,0.16049349,0.87199132,0.15544392,0.60588634,0.11121046,0.9737788,0.014411666,0.84455608,0.39411366,0.88878954,0.026221196,0.98558833,-3.0439933
-22.920655,0.97774769,0.90987441,3,7,0,23.484752,0.78452847,0.17697059,0.21547153,0.82302941,0.20748323,0.57894277,0.16433876,0.94727701,0.027490484,0.79251677,0.42105723,0.83566124,0.05272299,0.97250952,-3.0462732
-24.192685,0.81945987,0.90987441,2,5,0,24.774082,0.84963704,0.25303057,0.15036296,0.74696943,0.16756662,0.45761675,0.18998688,0.92209915,0.026743562,0.83243338,0.54238325,0.81001312,0.077900853,0.97325644,-3.3657807
-23.333365,1,0.90987441,2,7,0,24.164161,0.81526644,0.077038443,0.18473356,0.92296156,0.16677293,0.7258193,0.077885121,0.98726678,0.012937367,0.83322707,0.2741807,0.92211488,0.012733219,0.98706263,-2.8846988
-25.59127,0.71890026,0.90987441,2,3,0,27.419848,0.71589965,0.029079236,0.28410035,0.97092076,0.22637097,0.89328265,0.04765789,0.99585764,0.016342468,0.77362903,0.10671735,0.95234211,0.004142361,0.98365753,-2.6932006
-25.997925,1,0.90987441,2,3,0,27.25576,0.80348213,0.36617091,0.19651787,0.63382909,0.23666959,0.43916155,0.27865849,0.83608482,0.070905006,0.76333041,0.56083845,0.72134151,0.16391518,0.92909499,-3.5490931
-27.073018,0.9954575,0.90987441,3,7,0,29.503252,0.56593265,0.31147842,0.43406735,0.68852158,0.38666634,0.54570663,0.34835824,0.76083325,0.18539659,0.61333366,0.45429337,0.65164176,0.23916675,0.81460341,-3.2455781
-25.738142,1,0.90987441,1,1,0,27.006209,0.57521649,0.23848387,0.42478351,0.76151613,0.35807438,0.58854191,0.28797829,0.84348606,0.1162792,0.64192562,0.41145809,0.71202171,0.15651394,0.8837208,-3.1247066
-23.042332,1,0.90987441,2,7,0,25.570007,0.80797423,0.093666821,0.19202577,0.90633318,0.17482971,0.69291712,0.093095967,0.98240992,0.014710954,0.82517029,0.30708288,0.90690403,0.017590082,0.98528905,-2.9055121
-23.617843,0.97218815,0.90987441,2,7,0,23.93189,0.65822337,0.13867995,0.34177663,0.86132005,0.28408077,0.67632789,0.17054165,0.948924,0.040420655,0.71591923,0.32367211,0.82945835,0.051076003,0.95957934,-2.9026403
-22.794121,0.94698544,0.90987441,2,3,0,24.365983,0.75920895,0.1376083,0.24079105,0.8623917,0.21826941,0.64340852,0.14136494,0.96242455,0.02490786,0.78173059,0.35659148,0.85863506,0.037575447,0.97509214,-2.931846
-24.344064,0.91109712,0.90987441,3,7,0,24.351224,0.61196794,0.1538543,0.38803206,0.8461457,0.31440533,0.66504706,0.19905013,0.93046269,0.054980758,0.68559467,0.33495294,0.80094987,0.069537315,0.94501924,-2.9529853
-24.246109,0.99549269,0.90987441,2,7,0,24.875188,0.89834759,0.11444255,0.10165241,0.88555745,0.1029694,0.5664092,0.082801344,0.98220319,0.0080483924,0.8970306,0.4335908,0.91719866,0.017796811,0.99195161,-3.2113021
-24.186187,1,0.90987441,2,3,0,24.395303,0.89753058,0.14456574,0.10246942,0.85543426,0.10697257,0.51544375,0.10177495,0.97411833,0.0093850325,0.89302743,0.48455625,0.89822505,0.025881669,0.99061497,-3.2757429
-23.677161,0.98892462,0.90987441,3,7,0,24.54754,0.85696453,0.081083994,0.14303547,0.91891601,0.13469115,0.68587833,0.072020568,0.98787577,0.0099954016,0.86530885,0.31412167,0.92797943,0.012124231,0.9900046,-2.9909652
-23.12073,0.99818525,0.90987441,3,7,0,23.788409,0.77417193,0.083753718,0.22582807,0.91624628,0.197735,0.73185524,0.092001053,0.9837028,0.01675511,0.802265,0.26814476,0.90799895,0.016297199,0.98324489,-2.8374348
-23.076761,0.99729511,0.90987441,2,7,0,23.35131,0.8113179,0.092093323,0.1886821,0.90790668,0.17206277,0.69416089,0.091056524,0.98303807,0.014303094,0.82793723,0.30583911,0.90894348,0.016961934,0.98569691,-2.9081895
-23.58791,0.95718991,0.90987441,2,7,0,23.854962,0.74816041,0.064871892,0.25183959,0.93512811,0.21217055,0.78545504,0.079606814,0.98813394,0.017099766,0.78782945,0.21454496,0.92039319,0.011866057,0.98290023,-2.7765005
-24.492183,0.92595276,0.90987441,3,7,0,25.665703,0.90666044,0.12188205,0.093339561,0.87811795,0.09608198,0.54036758,0.0841604,0.98103171,0.0075839605,0.90391802,0.45963242,0.9158396,0.01896829,0.99241604,-3.2662811
-25.594878,0.92850332,0.90987441,2,3,0,25.764311,0.92279873,0.077037802,0.077201273,0.9229622,0.077188655,0.61908214,0.051338033,0.99119198,0.005116946,0.92281135,0.38091786,0.94866197,0.0088080249,0.99488305,-3.2522652
-23.003958,0.86443203,0.90987441,3,7,0,27.761585,0.82279874,0.16654202,0.17720126,0.83345798,0.17533235,0.56444473,0.14413685,0.95753525,0.020156153,0.82466765,0.43555527,0.85586315,0.042464753,0.97984385,-3.0907106
-23.380219,0.8891693,0.90987441,2,5,0,24.612933,0.72180513,0.20708649,0.27819487,0.79291351,0.25972616,0.57998222,0.20794738,0.91811243,0.047189148,0.74027384,0.42001778,0.79205262,0.081887572,0.95281085,-3.0499123
-23.62718,0.97250291,0.90987441,2,7,0,23.949372,0.69798289,0.078080378,0.30201711,0.92191962,0.24675876,0.76965698,0.10192849,0.98186134,0.022741957,0.75324124,0.23034302,0.89807151,0.018138663,0.97725804,-2.782758
-23.434283,0.9856599,0.90987441,2,7,0,24.228247,0.75733572,0.22694019,0.24266428,0.77305981,0.23890767,0.54613497,0.20996328,0.91399909,0.043821686,0.76109233,0.45386503,0.79003672,0.086000915,0.95617831,-3.1236305
-24.540387,0.65802998,0.90987441,2,3,0,26.520275,0.61544859,0.1959945,0.38455141,0.8040055,0.3235448,0.61922749,0.23621834,0.89814501,0.073167532,0.6764552,0.38077251,0.76378166,0.10185499,0.92683247,-3.0267768
-23.563611,0.94130303,0.90987441,2,3,0,25.307894,0.85682039,0.088282496,0.14317961,0.9117175,0.13572851,0.66868874,0.077395032,0.986189,0.010348846,0.86427149,0.33131126,0.92260497,0.013810999,0.98965115,-3.0055563
-22.873114,0.95505834,0.90987441,2,3,0,24.182382,0.7794774,0.10507309,0.2205226,0.89492691,0.19769842,0.68652493,0.10916294,0.97707616,0.018383059,0.80230158,0.31347507,0.89083706,0.022923843,0.98161694,-2.8868173
-24.037902,0.933027,0.90987441,2,3,0,24.063385,0.71831718,0.25701202,0.28168282,0.74298798,0.2749008,0.54193375,0.24579852,0.88249131,0.065373182,0.7250992,0.45806625,0.75420148,0.11750869,0.93462682,-3.1560112
-23.871795,1,0.90987441,3,7,0,24.287988,0.76353263,0.054544607,0.23646737,0.94545539,0.20007007,0.80705425,0.067209196,0.99120467,0.015142956,0.79992993,0.19294575,0.9327908,0.0087953288,0.98485704,-2.7690472
-23.307264,0.96826362,0.90987441,2,7,0,24.804031,0.6929833,0.10800032,0.3070167,0.89199968,0.25605713,0.71435866,0.13234489,0.96925549,0.028167987,0.74394287,0.28564134,0.86765511,0.030744507,0.97183201,-2.839895
-22.943261,1,0.90987441,2,3,0,23.512049,0.80781689,0.10373194,0.19218311,0.89626806,0.17656567,0.67282977,0.10126,0.97933492,0.015547135,0.82343433,0.32717023,0.89874,0.020665077,0.98445286,-2.9260363
-23.617682,0.89584194,0.90987441,1,3,0,24.473117,0.87537016,0.1293246,0.12462984,0.8706754,0.12521771,0.56807883,0.10063011,0.97640653,0.010859394,0.87478229,0.43192117,0.89936989,0.023593467,0.98914061,-3.1534958
-24.20936,0.95961623,0.90987441,2,7,0,25.459597,0.62258338,0.11172469,0.37741662,0.88827531,0.29818996,0.72243484,0.15392516,0.95997538,0.038452012,0.70181004,0.27756516,0.84607484,0.040024621,0.96154799,-2.8696965
-23.752823,0.98074912,0.90987441,2,7,0,24.93385,0.75349824,0.24986133,0.24650176,0.75013867,0.24733269,0.53054857,0.22741336,0.89822613,0.051417904,0.75266731,0.46945143,0.77258664,0.10177387,0.9485821,-3.1715709
-24.651696,0.85464328,0.90987441,2,7,0,26.467966,0.91137104,0.13981092,0.088628955,0.86018908,0.093409855,0.50230183,0.092710466,0.97692237,0.0077859597,0.90659014,0.49769817,0.90728953,0.023077627,0.99221404,-3.3305258
-24.374813,1,0.90987441,1,1,0,24.68653,0.90339786,0.12391157,0.096602139,0.87608843,0.099314358,0.54144723,0.08672032,0.98025518,0.0079522157,0.90068564,0.45855277,0.91327968,0.019744824,0.99204778,-3.2553699
-24.380995,0.94346643,0.90987441,2,3,0,25.113038,0.88609552,0.21562453,0.11390448,0.78437547,0.12680287,0.44655935,0.14975237,0.94772753,0.015367357,0.87319713,0.55344065,0.85024763,0.052272467,0.98463264,-3.3982362
-23.942195,0.98168923,0.90987441,2,3,0,24.79467,0.85797531,0.069002902,0.14202469,0.9309971,0.13235956,0.71678621,0.062716402,0.99051026,0.0093966322,0.86764044,0.28321379,0.9372836,0.0094897426,0.99060337,-2.9689889
-23.398399,1,0.90987441,2,3,0,23.947379,0.83147453,0.079823175,0.16852547,0.92017682,0.15479481,0.70866759,0.076750688,0.98718954,0.011865133,0.84520519,0.29133241,0.92324931,0.012810463,0.98813487,-2.9234793
-24.503188,0.93519295,0.90987441,2,3,0,24.811142,0.90608442,0.15695988,0.093915578,0.84304012,0.10023481,0.48490619,0.10524422,0.9715231,0.0090321736,0.89976519,0.51509381,0.89475578,0.028476897,0.99096783,-3.3442903
-24.149741,0.9940773,0.90987441,3,7,0,24.896864,0.89526266,0.15525797,0.10473734,0.84474203,0.11031028,0.50294095,0.10927548,0.97067772,0.010150671,0.88968972,0.49705905,0.89072452,0.029322284,0.98984933,-3.2905936
-23.900787,1,0.90987441,2,3,0,24.161025,0.88767081,0.13619009,0.11232919,0.86380991,0.11507498,0.54181683,0.10058469,0.97552863,0.0099920627,0.88492502,0.45818317,0.89941531,0.024471373,0.99000794,-3.2151302
-27.381311,0.86698077,0.90987441,3,7,0,27.397456,0.93783696,0.04610666,0.062163038,0.95389334,0.061180697,0.70483341,0.029180862,0.99595758,0.003680002,0.9388193,0.29516659,0.97081914,0.004042419,0.99632,-3.2797795
-28.009085,0.98798334,0.90987441,3,7,0,28.665631,0.50856054,0.28998582,0.49143946,0.71001418,0.40903739,0.55757167,0.35986482,0.74599529,0.21092782,0.59096261,0.44242833,0.64013518,0.25400471,0.78907218,-3.2479996
-22.781828,1,0.90987441,2,3,0,27.949941,0.7644544,0.13736856,0.2355456,0.86263144,0.21448782,0.64116065,0.13971708,0.96309973,0.024183812,0.78551218,0.35883935,0.86028292,0.036900268,0.97581619,-2.9365921
-25.063799,0.51804071,0.90987441,1,3,0,27.346438,0.71808737,0.035566738,0.28191263,0.96443326,0.22619133,0.87275384,0.05442825,0.9945881,0.016687196,0.77380867,0.12724616,0.94557175,0.0054118961,0.9833128,-2.7058915
-24.760819,0.96111135,0.90987441,2,7,0,26.346576,0.70151431,0.29311851,0.29848569,0.70688149,0.29689222,0.52647736,0.27737264,0.84834756,0.088254187,0.70310778,0.47352264,0.72262736,0.15165244,0.91174581,-3.2246893
-22.80491,1,0.90987441,2,3,0,24.80798,0.78811106,0.11787317,0.21188894,0.88212683,0.19367997,0.659107,0.11758119,0.97313427,0.018882231,0.80632003,0.340893,0.88241881,0.026865725,0.98111777,-2.9246001
-23.517767,0.86348805,0.90987441,1,3,0,24.646933,0.87043359,0.139045,0.12956641,0.860955,0.13080627,0.55783036,0.10882547,0.97301244,0.011932907,0.86919373,0.44216964,0.89117453,0.026987561,0.98806709,-3.1581882
-23.706507,0.93917589,0.90987441,2,3,0,24.64151,0.87958646,0.13654122,0.12041354,0.86345878,0.12238736,0.55124511,0.10386282,0.97465583,0.010832391,0.87761264,0.44875489,0.89613718,0.025344174,0.98916761,-3.18487
-23.216232,1,0.90987441,3,7,0,23.698215,0.6931954,0.13779277,0.3068046,0.86220723,0.26244782,0.66855658,0.15978767,0.95439278,0.034416112,0.73755218,0.33144342,0.84021233,0.045607223,0.96558389,-2.8980764
-23.272322,0.943497,0.90987441,2,5,0,23.94342,0.85562965,0.12679613,0.14437035,0.87320387,0.14187697,0.5931916,0.10541284,0.97550918,0.012672991,0.85812303,0.4068084,0.89458716,0.02449082,0.98732701,-3.0846166
-22.991387,0.99370947,0.90987441,3,7,0,23.60234,0.83104101,0.14608185,0.16895899,0.85391815,0.16518014,0.58512177,0.12685576,0.96662597,0.01692275,0.83481986,0.41487823,0.87314424,0.033374032,0.98307725,-3.0634102
-23.751145,0.93207577,0.90987441,2,5,0,24.15783,0.88154757,0.13293994,0.11845243,0.86706006,0.12019374,0.55475617,0.10080055,0.97589887,0.010440205,0.87980626,0.44524383,0.89919945,0.024101131,0.98955979,-3.1840738
-23.134731,0.99860589,0.90987441,2,3,0,23.819037,0.83625725,0.1048009,0.16374275,0.8951991,0.15462865,0.65054465,0.094954039,0.98074245,0.013032813,0.84537135,0.34945535,0.90504596,0.019257548,0.98696719,-2.9864065
-23.271063,0.99528045,0.90987441,2,3,0,23.405715,0.84593292,0.1739164,0.15406708,0.8260836,0.15718714,0.53528339,0.14106175,0.95766877,0.017699007,0.84281286,0.46471661,0.85893825,0.042331232,0.98230099,-3.1633898
-23.67804,0.96456517,0.90987441,2,3,0,23.72266,0.84405747,0.21999576,0.15594253,0.78000424,0.16661474,0.489508,0.17192632,0.93711977,0.023297306,0.83338526,0.510492,0.82807368,0.062880228,0.97670269,-3.2674757
-22.870258,0.99805087,0.90987441,3,7,0,23.867185,0.7393871,0.13417737,0.2606129,0.86582263,0.23136069,0.65733542,0.1439371,0.96180485,0.026988857,0.76863931,0.34266458,0.8560629,0.038195146,0.97301114,-2.9085871
-22.879014,0.99366358,0.90987441,2,3,0,22.96383,0.75900205,0.1660509,0.24099795,0.8339491,0.22419518,0.60600398,0.16414111,0.94883949,0.029789619,0.77580482,0.39399602,0.83585889,0.051160506,0.97021038,-2.9916351
-22.839831,1,0.90987441,2,3,0,22.882769,0.75353548,0.15300012,0.24646452,0.84699988,0.22539784,0.6250199,0.15546165,0.9545617,0.028270888,0.77460216,0.3749801,0.84453835,0.045438304,0.97172911,-2.9587607
-23.161597,0.93046238,0.90987441,2,3,0,23.58803,0.7119602,0.10467087,0.2880398,0.89532913,0.24340659,0.71460064,0.12466944,0.97232423,0.025388998,0.75659341,0.28539936,0.87533056,0.027675769,0.974611,-2.8365706
-22.773665,0.97883031,0.90987441,2,3,0,23.451116,0.76990553,0.13876108,0.23009447,0.86123892,0.21083793,0.63633367,0.13932501,0.96308044,0.023679941,0.78916207,0.36366633,0.86067499,0.036919563,0.97632006,-2.9454099
-23.987873,0.91110498,0.90987441,3,7,0,24.27677,0.88972546,0.15323739,0.11027454,0.84676261,0.11522493,0.51326492,0.11044437,0.97063765,0.010661751,0.88477507,0.48673508,0.88955563,0.029362352,0.98933825,-3.2625027
-25.353214,0.94265335,0.90987441,2,3,0,25.619115,0.92439261,0.174207,0.075607391,0.825793,0.083877699,0.43228225,0.10472548,0.96921024,0.0076554325,0.9161223,0.56771775,0.89527452,0.030789764,0.99234457,-3.4840914
-24.690334,0.88351841,0.90987441,3,7,0,27.139585,0.61626712,0.21294231,0.38373288,0.78705769,0.32775535,0.60383713,0.25037467,0.88394895,0.081772604,0.67224465,0.39616287,0.74962533,0.11605105,0.9182274,-3.0571042
-23.226347,1,0.90987441,2,3,0,24.827212,0.69257314,0.12949299,0.30742686,0.87050701,0.26098822,0.68058269,0.15246425,0.95871036,0.032620649,0.73901178,0.31941731,0.84753575,0.041289639,0.96737935,-2.8817076
-23.219976,0.96379292,0.90987441,2,7,0,23.801538,0.83562696,0.18278646,0.16437304,0.81721354,0.16745648,0.53444689,0.15085254,0.95246627,0.020155599,0.83254352,0.46555311,0.84914746,0.047533727,0.9798444,-3.1572394
-23.018535,0.99140785,0.90987441,2,3,0,23.477353,0.81791921,0.10112097,0.18208079,0.89887903,0.16844362,0.67131029,0.096724677,0.98074305,0.014412763,0.83155638,0.32868971,0.90327532,0.019256953,0.98558724,-2.9392343
-22.797079,0.97263031,0.90987441,1,3,0,23.362186,0.77975578,0.15324962,0.22024422,0.84675038,0.2064155,0.61085856,0.14789754,0.9578051,0.024476077,0.7935845,0.38914144,0.85210246,0.042194903,0.97552392,-2.9881418
-23.133536,0.97361148,0.90987441,2,3,0,23.176005,0.8437486,0.11987349,0.1562514,0.88012651,0.15076682,0.61613048,0.10405838,0.97672207,0.013376561,0.84923318,0.38386952,0.89594162,0.023277932,0.98662344,-3.0370721
-24.365879,0.94874006,0.90987441,2,3,0,24.379452,0.90297428,0.14759725,0.097025718,0.85240275,0.10219382,0.50305493,0.10118917,0.9738558,0.0089529895,0.89780618,0.49694507,0.89881083,0.026144199,0.99104701,-3.3075462
-23.529186,0.94060115,0.90987441,2,3,0,25.133801,0.78679323,0.064704342,0.21320677,0.93529566,0.18563894,0.77124305,0.072689781,0.98938342,0.014230227,0.81436106,0.22875695,0.92731022,0.010616584,0.98576977,-2.8149405
-22.954676,0.95299668,0.90987441,1,3,0,24.409538,0.82718148,0.14395348,0.17281852,0.85604652,0.16797006,0.59135146,0.12653369,0.96701526,0.017179663,0.83202994,0.40864854,0.87346631,0.032984741,0.98282034,-3.0500411
# 
#  Elapsed Time: 0.009 seconds (Warm-up)
#                0.011 seconds (Sampling)
#                0.02 seconds (Total)
# 
